Time (ms) - Plot 0	Amplitude (um) - Plot 0	
132,0	2,90549	
132,3	2,90550	
132,5	2,90547	
132,8	2,90547	
133,1	2,90551	
133,3	2,90549	
133,6	2,90550	
133,9	2,90552	
134,1	2,90555	
134,4	2,90550	
134,7	2,90548	
134,9	2,90549	
135,2	2,90548	
135,5	2,90554	
135,7	2,90552	
136,0	2,90548	
136,3	2,90545	
136,5	2,90546	
136,8	2,90547	
137,1	2,90543	
137,3	2,90545	
137,6	2,90544	
137,9	2,90547	
138,1	2,90544	
138,4	2,90545	
138,7	2,90546	
138,9	2,90545	
139,2	2,90540	
139,5	2,90545	
139,7	2,90549	
140,0	2,90544	
140,3	2,90543	
140,5	2,90542	
140,8	2,90541	
141,1	2,90550	
141,3	2,90549	
141,6	2,90552	
141,9	2,90550	
142,1	2,90552	
142,4	2,90553	
142,7	2,90547	
142,9	2,90546	
143,2	2,90556	
143,5	2,90559	
143,7	2,90557	
144,0	2,90557	
144,3	2,90549	
144,5	2,90547	
144,8	2,90547	
145,1	2,90549	
145,3	2,90551	
145,6	2,90548	
145,9	2,90547	
146,1	2,90549	
146,4	2,90548	
146,7	2,90548	
146,9	2,90547	
147,2	2,90545	
147,5	2,90546	
147,7	2,90544	
148,0	2,90549	
148,3	2,90551	
148,5	2,90549	
148,8	2,90547	
149,1	2,90554	
149,3	2,90551	
149,6	2,90553	
149,9	2,90555	
150,1	2,90557	
150,4	2,90557	
150,7	2,90558	
150,9	2,90552	
151,2	2,90550	
151,5	2,90551	
151,7	2,90554	
152,0	2,90556	
152,3	2,90550	
152,5	2,90547	
152,8	2,90550	
153,1	2,90548	
153,3	2,90550	
153,6	2,90550	
153,9	2,90550	
154,1	2,90547	
154,4	2,90549	
154,7	2,90549	
154,9	2,90551	
155,2	2,90547	
155,5	2,90543	
155,7	2,90543	
156,0	2,90542	
156,3	2,90544	
156,5	2,90545	
156,8	2,90552	
157,1	2,90545	
157,3	2,90551	
157,6	2,90548	
157,9	2,90544	
158,1	2,90545	
158,4	2,90550	
158,7	2,90550	
158,9	2,90554	
159,2	2,90550	
159,5	2,90550	
159,7	2,90550	
160,0	2,90552	
160,3	2,90554	
160,5	2,90549	
160,8	2,90550	
161,1	2,90549	
161,3	2,90551	
161,6	2,90555	
161,9	2,90556	
162,1	2,90558	
162,4	2,90554	
162,7	2,90554	
162,9	2,90552	
163,2	2,90546	
163,5	2,90548	
163,7	2,90543	
164,0	2,90543	
164,3	2,90542	
164,5	2,90545	
164,8	2,90545	
165,1	2,90544	
165,3	2,90546	
165,6	2,90545	
165,9	2,90544	
166,1	2,90543	
166,4	2,90547	
166,7	2,90550	
166,9	2,90549	
167,2	2,90545	
167,5	2,90548	
167,7	2,90546	
168,0	2,90549	
168,3	2,90551	
168,5	2,90556	
168,8	2,90554	
169,1	2,90553	
169,3	2,90554	
169,6	2,90549	
169,9	2,90549	
170,1	2,90550	
170,4	2,90552	
170,7	2,90550	
170,9	2,90551	
171,2	2,90549	
171,5	2,90549	
171,7	2,90548	
172,0	2,90546	
172,3	2,90548	
172,5	2,90546	
172,8	2,90545	
173,1	2,90552	
173,3	2,90552	
173,6	2,90555	
173,9	2,90556	
174,1	2,90557	
174,4	2,90554	
174,7	2,90552	
174,9	2,90547	
175,2	2,90552	
175,5	2,90548	
175,7	2,90550	
176,0	2,90547	
176,3	2,90554	
176,5	2,90550	
176,8	2,90552	
177,1	2,90554	
177,3	2,90549	
177,6	2,90552	
177,9	2,90548	
178,1	2,90546	
178,4	2,90544	
178,7	2,90543	
178,9	2,90549	
179,2	2,90550	
179,5	2,90549	
179,7	2,90544	
180,0	2,90543	
180,3	2,90544	
180,5	2,90544	
180,8	2,90544	
181,1	2,90548	
181,3	2,90545	
181,6	2,90544	
181,9	2,90544	
182,1	2,90546	
182,4	2,90549	
182,7	2,90551	
182,9	2,90548	
183,2	2,90549	
183,5	2,90548	
183,7	2,90547	
184,0	2,90549	
184,3	2,90546	
184,5	2,90551	
184,8	2,90550	
185,1	2,90549	
185,3	2,90550	
185,6	2,90550	
185,9	2,90551	
186,1	2,90549	
186,4	2,90549	
186,7	2,90552	
186,9	2,90551	
187,2	2,90554	
187,5	2,90552	
187,7	2,90551	
188,0	2,90548	
188,3	2,90549	
188,5	2,90547	
188,8	2,90549	
189,1	2,90554	
189,3	2,90556	
189,6	2,90555	
189,9	2,90555	
190,1	2,90554	
190,4	2,90555	
190,7	2,90552	
190,9	2,90552	
191,2	2,90549	
191,5	2,90551	
191,7	2,90549	
192,0	2,90551	
192,3	2,90549	
192,5	2,90548	
192,8	2,90548	
193,1	2,90545	
193,3	2,90550	
193,6	2,90547	
193,9	2,90545	
194,1	2,90547	
194,4	2,90549	
194,7	2,90549	
194,9	2,90544	
195,2	2,90547	
195,5	2,90540	
195,7	2,90541	
196,0	2,90547	
196,3	2,90553	
196,5	2,90549	
196,8	2,90553	
197,1	2,90553	
197,3	2,90555	
197,6	2,90552	
197,9	2,90551	
198,1	2,90554	
198,4	2,90556	
198,7	2,90555	
198,9	2,90553	
199,2	2,90547	
199,5	2,90545	
199,7	2,90545	
200,0	2,90544	
200,3	2,90549	
200,5	2,90550	
200,8	2,90548	
201,1	2,90551	
201,3	2,90552	
201,6	2,90556	
201,9	2,90554	
202,1	2,90550	
202,4	2,90548	
202,7	2,90547	
202,9	2,90551	
203,2	2,90552	
203,5	2,90553	
203,7	2,90550	
204,0	2,90553	
204,3	2,90553	
204,5	2,90552	
204,8	2,90549	
205,1	2,90548	
205,3	2,90544	
205,6	2,90544	
205,9	2,90541	
206,1	2,90543	
206,4	2,90546	
206,7	2,90546	
206,9	2,90544	
207,2	2,90548	
207,5	2,90542	
207,7	2,90541	
208,0	2,90540	
208,3	2,90545	
208,5	2,90546	
208,8	2,90548	
209,1	2,90549	
209,3	2,90548	
209,6	2,90547	
209,9	2,90548	
210,1	2,90555	
210,4	2,90549	
210,7	2,90548	
210,9	2,90548	
211,2	2,90551	
211,5	2,90549	
211,7	2,90549	
212,0	2,90552	
212,3	2,90553	
212,5	2,90550	
212,8	2,90548	
213,1	2,90547	
213,3	2,90545	
213,6	2,90546	
213,9	2,90549	
214,1	2,90553	
214,4	2,90547	
214,7	2,90545	
214,9	2,90545	
215,2	2,90544	
215,5	2,90547	
215,7	2,90549	
216,0	2,90552	
216,3	2,90551	
216,5	2,90551	
216,8	2,90550	
217,1	2,90549	
217,3	2,90552	
217,6	2,90549	
217,9	2,90548	
218,1	2,90547	
218,4	2,90548	
218,7	2,90549	
218,9	2,90551	
219,2	2,90549	
219,5	2,90545	
219,7	2,90547	
220,0	2,90551	
220,3	2,90551	
220,5	2,90553	
220,8	2,90555	
221,1	2,90554	
221,3	2,90553	
221,6	2,90550	
221,9	2,90549	
222,1	2,90546	
222,4	2,90550	
222,7	2,90547	
222,9	2,90552	
223,2	2,90549	
223,5	2,90546	
223,7	2,90546	
224,0	2,90547	
224,3	2,90545	
224,5	2,90545	
224,8	2,90546	
225,1	2,90545	
225,3	2,90551	
225,6	2,90550	
225,9	2,90551	
226,1	2,90551	
226,4	2,90553	
226,7	2,90551	
226,9	2,90548	
227,2	2,90554	
227,5	2,90552	
227,7	2,90548	
228,0	2,90552	
228,3	2,90550	
228,5	2,90551	
228,8	2,90549	
229,1	2,90545	
229,3	2,90546	
229,6	2,90548	
229,9	2,90549	
230,1	2,90553	
230,4	2,90549	
230,7	2,90549	
230,9	2,90548	
231,2	2,90549	
231,5	2,90550	
231,7	2,90544	
232,0	2,90545	
232,3	2,90539	
232,5	2,90543	
232,8	2,90550	
233,1	2,90548	
233,3	2,90550	
233,6	2,90554	
233,9	2,90555	
234,1	2,90550	
234,4	2,90547	
234,7	2,90545	
234,9	2,90547	
235,2	2,90548	
235,5	2,90547	
235,7	2,90548	
236,0	2,90548	
236,3	2,90548	
236,5	2,90548	
236,8	2,90547	
237,1	2,90548	
237,3	2,90549	
237,6	2,90553	
237,9	2,90552	
238,1	2,90554	
238,4	2,90552	
238,7	2,90549	
238,9	2,90548	
239,2	2,90550	
239,5	2,90550	
239,7	2,90547	
240,0	2,90549	
240,3	2,90548	
240,5	2,90544	
240,8	2,90558	
241,1	2,90552	
241,3	2,90557	
241,6	2,90554	
241,9	2,90556	
242,1	2,90558	
242,4	2,90557	
242,7	2,90560	
242,9	2,90552	
243,2	2,90552	
243,5	2,90552	
243,7	2,90547	
244,0	2,90550	
244,3	2,90548	
244,5	2,90549	
244,8	2,90552	
245,1	2,90550	
245,3	2,90551	
245,6	2,90554	
245,9	2,90551	
246,1	2,90550	
246,4	2,90551	
246,7	2,90554	
246,9	2,90549	
247,2	2,90551	
247,5	2,90548	
247,7	2,90553	
248,0	2,90553	
248,3	2,90549	
248,5	2,90547	
248,8	2,90549	
249,1	2,90548	
249,3	2,90546	
249,6	2,90548	
249,9	2,90544	
250,1	2,90543	
250,4	2,90547	
250,7	2,90548	
250,9	2,90546	
251,2	2,90540	
251,5	2,90547	
251,7	2,90545	
252,0	2,90551	
252,3	2,90549	
252,5	2,90547	
252,8	2,90549	
253,1	2,90546	
253,3	2,90544	
253,6	2,90549	
253,9	2,90550	
254,1	2,90549	
254,4	2,90550	
254,7	2,90548	
254,9	2,90551	
255,2	2,90549	
255,5	2,90550	
255,7	2,90548	
256,0	2,90553	
256,3	2,90549	
256,5	2,90551	
256,8	2,90553	
257,1	2,90551	
257,3	2,90550	
257,6	2,90553	
257,9	2,90548	
258,1	2,90546	
258,4	2,90553	
258,7	2,90554	
258,9	2,90551	
259,2	2,90550	
259,5	2,90554	
259,7	2,90553	
260,0	2,90556	
260,3	2,90553	
260,5	2,90547	
260,8	2,90544	
261,1	2,90542	
261,3	2,90549	
261,6	2,90549	
261,9	2,90551	
262,1	2,90551	
262,4	2,90552	
262,7	2,90546	
262,9	2,90547	
263,2	2,90547	
263,5	2,90546	
263,7	2,90545	
264,0	2,90543	
264,3	2,90546	
264,5	2,90546	
264,8	2,90546	
265,1	2,90542	
265,3	2,90544	
265,6	2,90547	
265,9	2,90546	
266,1	2,90545	
266,4	2,90546	
