Time (ms) - Plot 0	Amplitude (um) - Plot 0	
57,9	2,92549	
58,1	2,92549	
58,4	2,92548	
58,7	2,92548	
58,9	2,92549	
59,2	2,92549	
59,5	2,92554	
59,7	2,92550	
60,0	2,92552	
60,3	2,92551	
60,5	2,92547	
60,8	2,92551	
61,1	2,92552	
61,3	2,92548	
61,6	2,92550	
61,9	2,92546	
62,1	2,92554	
62,4	2,92553	
62,7	2,92554	
62,9	2,92551	
63,2	2,92551	
63,5	2,92548	
63,7	2,92550	
64,0	2,92553	
64,3	2,92549	
64,5	2,92549	
64,8	2,92550	
65,1	2,92550	
65,3	2,92552	
65,6	2,92552	
65,9	2,92550	
66,1	2,92549	
66,4	2,92551	
66,7	2,92553	
66,9	2,92552	
67,2	2,92550	
67,5	2,92549	
67,7	2,92546	
68,0	2,92544	
68,3	2,92543	
68,5	2,92538	
68,8	2,92543	
69,1	2,92547	
69,3	2,92548	
69,6	2,92551	
69,9	2,92554	
70,1	2,92553	
70,4	2,92550	
70,7	2,92549	
70,9	2,92557	
71,2	2,92558	
71,5	2,92555	
71,7	2,92557	
72,0	2,92552	
72,3	2,92558	
72,5	2,92552	
72,8	2,92553	
73,1	2,92549	
73,3	2,92548	
73,6	2,92550	
73,9	2,92548	
74,1	2,92550	
74,4	2,92552	
74,7	2,92556	
74,9	2,92555	
75,2	2,92553	
75,5	2,92557	
75,7	2,92551	
76,0	2,92554	
76,3	2,92556	
76,5	2,92553	
76,8	2,92551	
77,1	2,92549	
77,3	2,92550	
77,6	2,92550	
77,9	2,92547	
78,1	2,92546	
78,4	2,92545	
78,7	2,92545	
78,9	2,92548	
79,2	2,92545	
79,5	2,92544	
79,7	2,92546	
80,0	2,92549	
80,3	2,92552	
80,5	2,92554	
80,8	2,92554	
81,1	2,92552	
81,3	2,92545	
81,6	2,92549	
81,9	2,92547	
82,1	2,92544	
82,4	2,92549	
82,7	2,92553	
82,9	2,92551	
83,2	2,92548	
83,5	2,92548	
83,7	2,92549	
84,0	2,92550	
84,3	2,92548	
84,5	2,92548	
84,8	2,92550	
85,1	2,92549	
85,3	2,92552	
85,6	2,92556	
85,9	2,92554	
86,1	2,92554	
86,4	2,92555	
86,7	2,92556	
86,9	2,92550	
87,2	2,92550	
87,5	2,92550	
87,7	2,92550	
88,0	2,92550	
88,3	2,92546	
88,5	2,92546	
88,8	2,92548	
89,1	2,92547	
89,3	2,92546	
89,6	2,92550	
89,9	2,92551	
90,1	2,92548	
90,4	2,92547	
90,7	2,92549	
90,9	2,92554	
91,2	2,92552	
91,5	2,92551	
91,7	2,92551	
92,0	2,92553	
92,3	2,92552	
92,5	2,92553	
92,8	2,92549	
93,1	2,92549	
93,3	2,92547	
93,6	2,92551	
93,9	2,92551	
94,1	2,92548	
94,4	2,92548	
94,7	2,92545	
94,9	2,92547	
95,2	2,92552	
95,5	2,92549	
95,7	2,92543	
96,0	2,92547	
96,3	2,92555	
96,5	2,92549	
96,8	2,92549	
97,1	2,92551	
97,3	2,92555	
97,6	2,92554	
97,9	2,92548	
98,1	2,92549	
98,4	2,92543	
98,7	2,92547	
98,9	2,92549	
99,2	2,92543	
99,5	2,92543	
99,7	2,92542	
100,0	2,92542	
100,3	2,92545	
100,5	2,92549	
100,8	2,92551	
101,1	2,92552	
101,3	2,92551	
101,6	2,92552	
101,9	2,92548	
102,1	2,92548	
102,4	2,92546	
102,7	2,92543	
102,9	2,92545	
103,2	2,92547	
103,5	2,92551	
103,7	2,92551	
104,0	2,92546	
104,3	2,92547	
104,5	2,92545	
104,8	2,92549	
105,1	2,92547	
105,3	2,92549	
105,6	2,92554	
105,9	2,92557	
106,1	2,92554	
106,4	2,92553	
106,7	2,92554	
106,9	2,92552	
107,2	2,92554	
107,5	2,92550	
107,7	2,92550	
108,0	2,92551	
108,3	2,92551	
108,5	2,92549	
108,8	2,92549	
109,1	2,92551	
109,3	2,92548	
109,6	2,92545	
109,9	2,92546	
110,1	2,92547	
110,4	2,92552	
110,7	2,92552	
110,9	2,92550	
111,2	2,92548	
111,5	2,92555	
111,7	2,92554	
112,0	2,92560	
112,3	2,92556	
112,5	2,92557	
112,8	2,92551	
113,1	2,92554	
113,3	2,92547	
113,6	2,92543	
113,9	2,92544	
114,1	2,92548	
114,4	2,92551	
114,7	2,92553	
114,9	2,92551	
115,2	2,92553	
115,5	2,92549	
115,7	2,92545	
116,0	2,92546	
116,3	2,92548	
116,5	2,92549	
116,8	2,92545	
117,1	2,92547	
117,3	2,92547	
117,6	2,92553	
117,9	2,92554	
118,1	2,92561	
118,4	2,92561	
118,7	2,92559	
118,9	2,92553	
119,2	2,92551	
119,5	2,92547	
119,7	2,92545	
120,0	2,92547	
120,3	2,92550	
120,5	2,92553	
120,8	2,92552	
121,1	2,92547	
121,3	2,92550	
121,6	2,92557	
121,9	2,92554	
122,1	2,92549	
122,4	2,92543	
122,7	2,92543	
122,9	2,92544	
123,2	2,92544	
123,5	2,92544	
123,7	2,92549	
124,0	2,92554	
124,3	2,92553	
124,5	2,92552	
124,8	2,92554	
125,1	2,92555	
125,3	2,92548	
125,6	2,92547	
125,9	2,92548	
126,1	2,92545	
126,4	2,92547	
126,7	2,92555	
126,9	2,92550	
127,2	2,92557	
127,5	2,92551	
127,7	2,92552	
128,0	2,92551	
128,3	2,92549	
128,5	2,92550	
128,8	2,92550	
129,1	2,92551	
129,3	2,92550	
129,6	2,92549	
129,9	2,92555	
130,1	2,92553	
130,4	2,92553	
130,7	2,92551	
130,9	2,92550	
131,2	2,92552	
131,5	2,92548	
131,7	2,92550	
132,0	2,92549	
132,3	2,92551	
132,5	2,92548	
132,8	2,92551	
133,1	2,92552	
133,3	2,92552	
133,6	2,92557	
133,9	2,92556	
134,1	2,92557	
134,4	2,92554	
134,7	2,92552	
134,9	2,92550	
135,2	2,92553	
135,5	2,92554	
135,7	2,92549	
136,0	2,92549	
136,3	2,92552	
136,5	2,92555	
136,8	2,92553	
137,1	2,92547	
137,3	2,92547	
137,6	2,92547	
137,9	2,92548	
138,1	2,92544	
138,4	2,92543	
138,7	2,92539	
138,9	2,92541	
139,2	2,92543	
139,5	2,92549	
139,7	2,92546	
140,0	2,92547	
140,3	2,92556	
140,5	2,92558	
140,8	2,92553	
141,1	2,92552	
141,3	2,92558	
141,6	2,92556	
141,9	2,92559	
142,1	2,92557	
142,4	2,92560	
142,7	2,92560	
142,9	2,92556	
143,2	2,92551	
143,5	2,92550	
143,7	2,92550	
144,0	2,92548	
144,3	2,92547	
144,5	2,92547	
144,8	2,92546	
145,1	2,92550	
145,3	2,92556	
145,6	2,92555	
145,9	2,92551	
146,1	2,92546	
146,4	2,92545	
146,7	2,92547	
146,9	2,92550	
147,2	2,92547	
147,5	2,92548	
147,7	2,92542	
148,0	2,92546	
148,3	2,92549	
148,5	2,92548	
148,8	2,92553	
149,1	2,92556	
149,3	2,92555	
149,6	2,92553	
149,9	2,92555	
150,1	2,92551	
150,4	2,92549	
150,7	2,92548	
150,9	2,92549	
151,2	2,92546	
151,5	2,92549	
151,7	2,92548	
152,0	2,92549	
152,3	2,92549	
152,5	2,92552	
152,8	2,92549	
153,1	2,92550	
153,3	2,92554	
153,6	2,92551	
153,9	2,92548	
154,1	2,92551	
154,4	2,92550	
154,7	2,92551	
154,9	2,92551	
155,2	2,92547	
155,5	2,92550	
155,7	2,92549	
156,0	2,92552	
156,3	2,92551	
156,5	2,92551	
156,8	2,92552	
157,1	2,92550	
157,3	2,92548	
157,6	2,92545	
157,9	2,92545	
158,1	2,92551	
158,4	2,92551	
158,7	2,92551	
158,9	2,92551	
159,2	2,92551	
159,5	2,92555	
159,7	2,92557	
160,0	2,92553	
160,3	2,92553	
160,5	2,92555	
160,8	2,92555	
161,1	2,92552	
161,3	2,92554	
161,6	2,92552	
161,9	2,92552	
162,1	2,92552	
162,4	2,92549	
162,7	2,92550	
162,9	2,92544	
163,2	2,92544	
163,5	2,92549	
163,7	2,92551	
164,0	2,92554	
164,3	2,92555	
164,5	2,92553	
164,8	2,92555	
165,1	2,92554	
165,3	2,92551	
165,6	2,92553	
165,9	2,92550	
166,1	2,92544	
166,4	2,92543	
166,7	2,92544	
166,9	2,92547	
167,2	2,92549	
167,5	2,92547	
167,7	2,92544	
168,0	2,92547	
168,3	2,92549	
168,5	2,92547	
168,8	2,92544	
169,1	2,92545	
169,3	2,92551	
169,6	2,92553	
169,9	2,92551	
170,1	2,92547	
170,4	2,92550	
170,7	2,92549	
170,9	2,92551	
171,2	2,92549	
171,5	2,92543	
171,7	2,92543	
172,0	2,92544	
172,3	2,92548	
172,5	2,92551	
172,8	2,92552	
173,1	2,92556	
173,3	2,92553	
173,6	2,92551	
173,9	2,92551	
174,1	2,92551	
174,4	2,92551	
174,7	2,92548	
174,9	2,92548	
175,2	2,92549	
175,5	2,92552	
175,7	2,92553	
176,0	2,92551	
176,3	2,92552	
176,5	2,92550	
176,8	2,92550	
177,1	2,92549	
177,3	2,92548	
177,6	2,92546	
177,9	2,92545	
178,1	2,92547	
178,4	2,92551	
178,7	2,92552	
178,9	2,92548	
179,2	2,92546	
179,5	2,92550	
179,7	2,92548	
180,0	2,92544	
180,3	2,92546	
180,5	2,92546	
180,8	2,92546	
181,1	2,92547	
181,3	2,92550	
181,6	2,92556	
181,9	2,92553	
182,1	2,92548	
182,4	2,92546	
182,7	2,92549	
182,9	2,92546	
183,2	2,92549	
183,5	2,92552	
183,7	2,92551	
184,0	2,92551	
184,3	2,92552	
184,5	2,92554	
184,8	2,92552	
185,1	2,92547	
185,3	2,92547	
185,6	2,92545	
185,9	2,92538	
186,1	2,92542	
186,4	2,92545	
186,7	2,92546	
186,9	2,92549	
187,2	2,92547	
187,5	2,92546	
187,7	2,92544	
188,0	2,92547	
188,3	2,92546	
188,5	2,92550	
188,8	2,92550	
189,1	2,92553	
189,3	2,92554	
189,6	2,92549	
189,9	2,92551	
190,1	2,92550	
190,4	2,92553	
190,7	2,92547	
190,9	2,92551	
191,2	2,92551	
191,5	2,92551	
191,7	2,92551	
192,0	2,92553	
192,3	2,92551	
192,5	2,92549	
192,8	2,92549	
193,1	2,92549	
193,3	2,92546	
193,6	2,92546	
193,9	2,92547	
194,1	2,92549	
194,4	2,92545	
194,7	2,92550	
194,9	2,92551	
195,2	2,92544	
195,5	2,92549	
195,7	2,92547	
196,0	2,92552	
196,3	2,92555	
196,5	2,92555	
196,8	2,92553	
197,1	2,92555	
197,3	2,92555	
197,6	2,92555	
197,9	2,92556	
198,1	2,92556	
198,4	2,92552	
198,7	2,92546	
198,9	2,92547	
199,2	2,92547	
199,5	2,92547	
199,7	2,92545	
200,0	2,92547	
200,3	2,92545	
200,5	2,92548	
200,8	2,92550	
201,1	2,92551	
201,3	2,92553	
201,6	2,92550	
201,9	2,92550	
202,1	2,92547	
202,4	2,92552	
202,7	2,92553	
202,9	2,92556	
203,2	2,92550	
203,5	2,92550	
203,7	2,92548	
204,0	2,92551	
204,3	2,92554	
204,5	2,92554	
204,8	2,92553	
205,1	2,92553	
205,3	2,92551	
205,6	2,92547	
205,9	2,92550	
206,1	2,92551	
206,4	2,92551	
206,7	2,92554	
206,9	2,92551	
207,2	2,92546	
207,5	2,92548	
207,7	2,92553	
208,0	2,92550	
208,3	2,92550	
208,5	2,92547	
208,8	2,92549	
209,1	2,92549	
209,3	2,92547	
209,6	2,92550	
209,9	2,92547	
210,1	2,92544	
210,4	2,92551	
210,7	2,92554	
210,9	2,92554	
211,2	2,92552	
211,5	2,92549	
211,7	2,92551	
212,0	2,92547	
212,3	2,92550	
212,5	2,92553	
212,8	2,92548	
213,1	2,92548	
213,3	2,92552	
213,6	2,92553	
213,9	2,92549	
214,1	2,92547	
214,4	2,92547	
214,7	2,92546	
214,9	2,92554	
215,2	2,92557	
215,5	2,92550	
215,7	2,92551	
216,0	2,92550	
216,3	2,92550	
216,5	2,92551	
216,8	2,92550	
217,1	2,92550	
217,3	2,92548	
217,6	2,92552	
217,9	2,92551	
218,1	2,92550	
218,4	2,92543	
218,7	2,92544	
218,9	2,92545	
219,2	2,92544	
219,5	2,92543	
219,7	2,92545	
220,0	2,92543	
220,3	2,92546	
220,5	2,92548	
220,8	2,92546	
221,1	2,92544	
221,3	2,92545	
221,6	2,92546	
221,9	2,92548	
222,1	2,92549	
222,4	2,92551	
222,7	2,92552	
222,9	2,92548	
223,2	2,92549	
223,5	2,92548	
223,7	2,92550	
224,0	2,92548	
224,3	2,92549	
224,5	2,92552	
224,8	2,92549	
225,1	2,92550	
225,3	2,92553	
225,6	2,92552	
225,9	2,92554	
226,1	2,92550	
226,4	2,92549	
226,7	2,92548	
226,9	2,92546	
227,2	2,92547	
227,5	2,92548	
227,7	2,92550	
228,0	2,92547	
228,3	2,92547	
228,5	2,92549	
228,8	2,92548	
229,1	2,92546	
229,3	2,92542	
229,6	2,92553	
229,9	2,92556	
230,1	2,92552	
230,4	2,92548	
230,7	2,92546	
230,9	2,92543	
231,2	2,92546	
231,5	2,92549	
231,7	2,92555	
232,0	2,92556	
232,3	2,92555	
232,5	2,92558	
232,8	2,92558	
233,1	2,92552	
233,3	2,92551	
233,6	2,92550	
233,9	2,92551	
234,1	2,92548	
234,4	2,92549	
234,7	2,92549	
234,9	2,92550	
235,2	2,92548	
235,5	2,92552	
235,7	2,92550	
236,0	2,92546	
236,3	2,92548	
236,5	2,92552	
236,8	2,92555	
237,1	2,92554	
237,3	2,92554	
237,6	2,92550	
237,9	2,92550	
238,1	2,92551	
238,4	2,92553	
238,7	2,92547	
238,9	2,92550	
239,2	2,92549	
239,5	2,92547	
239,7	2,92544	
240,0	2,92550	
240,3	2,92548	
240,5	2,92553	
240,8	2,92552	
241,1	2,92553	
241,3	2,92555	
241,6	2,92551	
241,9	2,92553	
242,1	2,92554	
242,4	2,92554	
242,7	2,92555	
242,9	2,92552	
243,2	2,92551	
243,5	2,92550	
243,7	2,92546	
244,0	2,92549	
244,3	2,92548	
244,5	2,92553	
244,8	2,92553	
245,1	2,92551	
245,3	2,92547	
245,6	2,92550	
245,9	2,92549	
246,1	2,92551	
246,4	2,92551	
246,7	2,92551	
246,9	2,92552	
247,2	2,92547	
247,5	2,92552	
247,7	2,92549	
248,0	2,92548	
248,3	2,92543	
248,5	2,92551	
248,8	2,92551	
249,1	2,92551	
249,3	2,92556	
249,6	2,92557	
249,9	2,92554	
250,1	2,92555	
250,4	2,92547	
250,7	2,92549	
250,9	2,92547	
251,2	2,92545	
251,5	2,92544	
251,7	2,92543	
252,0	2,92546	
252,3	2,92544	
252,5	2,92546	
252,8	2,92548	
253,1	2,92547	
253,3	2,92550	
253,6	2,92549	
253,9	2,92552	
254,1	2,92554	
254,4	2,92556	
254,7	2,92549	
254,9	2,92544	
255,2	2,92551	
255,5	2,92549	
255,7	2,92550	
256,0	2,92545	
256,3	2,92547	
256,5	2,92548	
256,8	2,92551	
257,1	2,92552	
257,3	2,92551	
257,6	2,92556	
257,9	2,92553	
258,1	2,92555	
258,4	2,92554	
258,7	2,92548	
258,9	2,92549	
259,2	2,92548	
259,5	2,92545	
259,7	2,92545	
260,0	2,92545	
260,3	2,92543	
260,5	2,92541	
260,8	2,92542	
261,1	2,92543	
261,3	2,92545	
261,6	2,92548	
261,9	2,92550	
262,1	2,92555	
262,4	2,92555	
262,7	2,92556	
262,9	2,92554	
263,2	2,92557	
263,5	2,92552	
263,7	2,92546	
264,0	2,92550	
264,3	2,92545	
264,5	2,92547	
264,8	2,92552	
265,1	2,92552	
265,3	2,92551	
265,6	2,92555	
265,9	2,92554	
266,1	2,92551	
266,4	2,92550	
